Node,Name,Parent,Type,Img,Description,Position,Department
INTC-1-3-2-1-1,Raja Koduri,INTC-1-3-2-1,profile,palette,Manager de Ventas,Sales Manager,Product
INTC-1-4,Sandra Rivera,INTC-1,profile,school,VP de Recursos Humanos,VP Human Resources,HR
INTC-1-4-1,Raja Koduri,INTC-1-4,profile,diversity_3,VP de Talento,VP Talent,HR
INTC-1-4-1-1,Jim Keller,INTC-1-4-1,profile,people_alt,Director de Talento,Director Talent,HR
INTC-1-4-1-1-1,Pat Gelsinger,INTC-1-4-1-1,profile,psychology,Manager de Talento,Talent Manager,HR
INTC-1-4-2,Jim Keller,INTC-1-4,profile,school,VP de Diversidad,VP Diversity,HR
INTC-1-4-2-1,Pat Gelsinger,INTC-1-4-2,profile,diversity_3,Director de Diversidad,Director Diversity,HR
INTC-1-4-2-1-1,Raja Koduri,INTC-1-4-2-1,profile,school,Manager de Diversidad,Diversity Manager,HR
INTC-1-5,Raja Koduri,INTC-1,profile,computer,VP de Investigación,VP Research,Technology
INTC-1-5-1,Jim Keller,INTC-1-5,profile,memory,VP de Investigación Avanzada,VP Advanced Research,Technology
INTC-1-5-1-1,Pat Gelsinger,INTC-1-5-1,profile,memory,Director de Investigación,Director Research,Technology
INTC-1-5-1-1-1,Raja Koduri,INTC-1-5-1-1,profile,developer_mode,Manager de Investigación,Research Manager,Technology
INTC-1-5-2,Pat Gelsinger,INTC-1-5,profile,memory,VP de Desarrollo,VP Development,Technology
INTC-1-5-2-1,Raja Koduri,INTC-1-5-2,profile,computer,Director de Desarrollo,Director Development,Technology
INTC-1-5-2-1-1,Jim Keller,INTC-1-5-2-1,profile,computer,Manager de Desarrollo,Development Manager,Technology

ORCL,Oracle Corporation,,company,account_balance,Empresa líder en bases de datos y software empresarial,CEO,Executive
ORCL-1,Safra Catz,ORCL,profile,work,CEO de Oracle,Chief Executive Officer,Executive
ORCL-1-1,Larry Ellison,ORCL-1,profile,code,CTO y Co-fundador de Oracle,Chief Technology Officer,Technology
ORCL-1-1-1,Edward Screven,ORCL-1-1,profile,developer_mode,VP de Arquitectura Corporativa,VP Corporate Architecture,Technology
ORCL-1-1-1-1,John Fowler,ORCL-1-1-1,profile,memory,VP de Sistemas,VP Systems,Technology
ORCL-1-1-2,Don Johnson,ORCL-1-1,profile,memory,VP de Cloud Infrastructure,VP Cloud Infrastructure,Cloud
ORCL-1-1-2-1,Clay Magouyrk,ORCL-1-1-2,profile,build,VP de Cloud Engineering,VP Cloud Engineering,Engineering
ORCL-1-2,Michael Boskin,ORCL-1,profile,account_balance_wallet,CFO de Oracle,Chief Financial Officer,Finance
ORCL-1-2-1,Jeff Henley,ORCL-1-2,profile,work,Vicepresidente Ejecutivo,Executive Vice President,Executive
ORCL-1-2-1-1,Dorian Daley,ORCL-1-2-1,profile,gavel,VP Legal y Secretario General,VP Legal & General Counsel,Legal
ORCL-1-2-2,Steve Miranda,ORCL-1-2,profile,design_services,VP de Aplicaciones,VP Applications,Product
ORCL-1-2-2-1,Deepak Patil,ORCL-1-2-2,profile,category,VP de Productos Cloud,VP Cloud Products,Product

CSCO,Cisco Systems Inc.,,company,account_balance,Empresa líder en redes y comunicaciones,CEO,Executive
CSCO-1,Chuck Robbins,CSCO,profile,business,CEO de Cisco,Chief Executive Officer,Executive
CSCO-1-1,Scott Herren,CSCO-1,profile,account_balance_wallet,CFO de Cisco,Chief Financial Officer,Finance
CSCO-1-1-1,Mark Chandler,CSCO-1-1,profile,gavel,VP Legal y Secretario General,VP Legal & General Counsel,Legal
CSCO-1-1-1-1,Mark Garrett,CSCO-1-1-1,profile,factory,VP de Operaciones,VP Operations,Operations
CSCO-1-1-2,Irving Tan,CSCO-1-1,profile,place,VP de Asia Pacífico,VP Asia Pacific,Regional
CSCO-1-1-2-1,Chuck Robbins,CSCO-1-1-2,profile,navigation,VP de América Latina,VP Latin America,Regional
CSCO-1-2,Jeffrey S. Reed,CSCO-1,profile,memory,CTO de Cisco,Chief Technology Officer,Technology
CSCO-1-2-1,Jonathan Davidson,CSCO-1-2,profile,developer_mode,VP de Infraestructura de Red,VP Network Infrastructure,Technology
CSCO-1-2-1-1,Roland Acra,CSCO-1-2-1,profile,computer,VP de Datacenter,VP Datacenter,Technology
CSCO-1-2-2,David Goeckeler,CSCO-1-2,profile,shield,VP de Seguridad,VP Security,Security
CSCO-1-2-2-1,Jonathan Davidson,CSCO-1-2-2,profile,shield,VP de Ciberseguridad,VP Cybersecurity,Security
CSCO-1-3,Francine Katsoudas,CSCO-1,profile,people_alt,CPO de Cisco,Chief People Officer,Human Resources
CSCO-1-3-1,Francine Katsoudas,CSCO-1-3,profile,people_alt,VP de Talento,VP Talent,Human Resources
CSCO-1-3-1-1,Mark Chandler,CSCO-1-3-1,profile,psychology,VP de Diversidad,VP Diversity,Human Resources

PEP,PepsiCo Inc.,,company,account_balance,Empresa líder en bebidas y snacks,CEO,Executive
PEP-1,Ramon Laguarta,PEP,profile,work,CEO de PepsiCo,Chief Executive Officer,Executive
PEP-1-1,Hugh Johnston,PEP-1,profile,trending_up,CFO de PepsiCo,Chief Financial Officer,Finance
PEP-1-1-1,Marie Gallagher,PEP-1-1,profile,account_balance_wallet,VP de Relaciones con Inversores,VP Investor Relations,Finance
PEP-1-1-1-1,Paula Santilli,PEP-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
PEP-1-1-2,Paula Santilli,PEP-1-1,profile,recycling,VP de Sostenibilidad,VP Sustainability,Sustainability
PEP-1-1-2-1,Marie Gallagher,PEP-1-1-2,profile,recycling,VP de Responsabilidad Social,VP Social Responsibility,Sustainability
PEP-1-2,Ram Krishnan,PEP-1,profile,design_services,CPO de PepsiCo,Chief Product Officer,Product
PEP-1-2-1,Ram Krishnan,PEP-1-2,profile,palette,VP de Innovación,VP Innovation,Product
PEP-1-2-1-1,Steven Williams,PEP-1-2-1,profile,inventory,VP de Desarrollo de Productos,VP Product Development,Product
PEP-1-2-2,Steven Williams,PEP-1-2,profile,settings,VP de Operaciones,VP Operations,Operations
PEP-1-2-2-1,Ram Krishnan,PEP-1-2-2,profile,settings,VP de Fabricación,VP Manufacturing,Operations
PEP-1-3,Kirk Tanner,PEP-1,profile,place,VP de Norteamérica,VP North America,Regional
PEP-1-3-1,Kirk Tanner,PEP-1-3,profile,place,VP de Estados Unidos,VP United States,Regional
PEP-1-3-1-1,Silviu Popovici,PEP-1-3-1,profile,map,VP de Canadá,VP Canada,Regional
PEP-1-3-2,Silviu Popovici,PEP-1-3,profile,map,VP de Europa,VP Europe,Regional
PEP-1-3-2-1,Eugene Willemsen,PEP-1-3-2,profile,point_of_sale,VP de África, Oriente Medio y Asia del Sur,VP AMESA,Regional

KO,Coca-Cola Company,,company,account_balance,Empresa líder en bebidas no alcohólicas,CEO,Executive
KO-1,James Quincey,KO,profile,account_balance,CEO de Coca-Cola,Chief Executive Officer,Executive
KO-1-1,John Murphy,KO-1,profile,trending_up,CFO de Coca-Cola,Chief Financial Officer,Finance
KO-1-1-1,Tim Haas,KO-1-1,profile,trending_up,VP de Relaciones con Inversores,VP Investor Relations,Finance
KO-1-1-1-1,Manuel Arroyo,KO-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
KO-1-1-2,Manuel Arroyo,KO-1-1,profile,storefront,VP de Marketing Global,VP Global Marketing,Marketing
KO-1-1-2-1,Tim Haas,KO-1-1-2,profile,chat,VP de Comunicaciones,VP Communications,Communications
KO-1-2,Nancy Quan,KO-1,profile,code,CTO de Coca-Cola,Chief Technology Officer,Technology
KO-1-2-1,Nancy Quan,KO-1-2,profile,lightbulb,VP de Innovación,VP Innovation,Innovation
KO-1-2-1-1,Brian Smith,KO-1-2-1,profile,computer,VP de Desarrollo Digital,VP Digital Development,Technology
KO-1-2-2,Brian Smith,KO-1-2,profile,warehouse,VP de Operaciones,VP Operations,Operations
KO-1-2-2-1,Nancy Quan,KO-1-2-2,profile,warehouse,VP de Supply Chain,VP Supply Chain,Operations
KO-1-3,Alfredo Rivera,KO-1,profile,navigation,VP de Norteamérica,VP North America,Regional
KO-1-3-1,Alfredo Rivera,KO-1-3,profile,location_on,VP de Estados Unidos,VP United States,Regional
KO-1-3-1-1,Henrique Braun,KO-1-3-1,profile,location_on,VP de Canadá,VP Canada,Regional
KO-1-3-2,Henrique Braun,KO-1-3,profile,navigation,VP de América Latina,VP Latin America,Regional
KO-1-3-2-1,Beatriz Perez,KO-1-3-2,profile,eco,VP de Sostenibilidad,VP Sustainability,Sustainability

DIS,Walt Disney Company,,company,business,Empresa líder en entretenimiento y medios,CEO,Executive
DIS-1,Bob Iger,DIS,profile,account_balance,CEO de Disney,Chief Executive Officer,Executive
DIS-1-1,Christine McCarthy,DIS-1,profile,account_balance_wallet,CFO de Disney,Chief Financial Officer,Finance
DIS-1-1-1,Horacio Gutierrez,DIS-1-1,profile,analytics,VP de Relaciones con Inversores,VP Investor Relations,Finance
DIS-1-1-1-1,Christine McCarthy,DIS-1-1-1,profile,trending_up,VP de Finanzas Corporativas,VP Corporate Finance,Finance
DIS-1-1-2,Horacio Gutierrez,DIS-1-1,profile,verified_user,VP Legal y Secretario General,VP Legal & General Counsel,Legal
DIS-1-1-2-1,Christine McCarthy,DIS-1-1-2,profile,security,VP de Cumplimiento,VP Compliance,Legal
DIS-1-2,Alan Bergman,DIS-1,profile,live_tv,Co-Presidente de Disney Studios,Co-Chairman Disney Studios,Entertainment
DIS-1-2-1,Sean Bailey,DIS-1-2,profile,live_tv,VP de Producción de Películas,VP Motion Picture Production,Entertainment
DIS-1-2-1-1,Alan Bergman,DIS-1-2-1,profile,live_tv,VP de Desarrollo de Contenido,VP Content Development,Entertainment
DIS-1-2-2,Sean Bailey,DIS-1-2,profile,movie,VP de Adquisiciones,VP Acquisitions,Entertainment
DIS-1-2-2-1,Alan Bergman,DIS-1-2-2,profile,live_tv,VP de Distribución,VP Distribution,Entertainment
DIS-1-3,Dana Walden,DIS-1,profile,movie,Co-Presidente de Disney Entertainment,Co-Chairman Disney Entertainment,Entertainment
DIS-1-3-1,Kareem Daniel,DIS-1-3,profile,movie,VP de Distribución de Contenido,VP Content Distribution,Entertainment
DIS-1-3-1-1,Peter Rice,DIS-1-3-1,profile,theaters,VP de Programación,VP Programming,Entertainment
DIS-1-3-2,Peter Rice,DIS-1-3,profile,movie,VP de Streaming,VP Streaming,Entertainment
DIS-1-3-2-1,Kareem Daniel,DIS-1-3-2,profile,music_note,VP de Plataformas Digitales,VP Digital Platforms,Entertainment

JPM,JPMorgan Chase & Co.,,company,work,Empresa líder en servicios financieros y banca,CEO,Executive
JPM-1,Jamie Dimon,JPM,profile,work,CEO de JPMorgan Chase,Chief Executive Officer,Executive
JPM-1-1,Jennifer Piepszak,JPM-1,profile,trending_up,CFO de JPMorgan Chase,Chief Financial Officer,Finance
JPM-1-1-1,Stacey Friedman,JPM-1-1,profile,policy,VP Legal y Secretaria General,VP Legal & General Counsel,Legal
JPM-1-1-1-1,Mary Erdoes,JPM-1-1-1,profile,verified_user,VP de Cumplimiento,VP Compliance,Compliance
JPM-1-1-2,Mary Erdoes,JPM-1-1,profile,trending_up,VP de Relaciones con Inversores,VP Investor Relations,Finance
JPM-1-1-2-1,Stacey Friedman,JPM-1-1-2,profile,trending_up,VP de Finanzas Corporativas,VP Corporate Finance,Finance
JPM-1-2,Daniel Pinto,JPM-1,profile,warehouse,Co-Presidente y COO,Co-President & Chief Operating Officer,Operations
JPM-1-2-1,Mary Erdoes,JPM-1-2,profile,trending_up,VP de Asset & Wealth Management,VP Asset & Wealth Management,Wealth Management
JPM-1-2-1-1,Daniel Pinto,JPM-1-2-1,profile,account_balance_wallet,VP de Gestión de Activos,VP Asset Management,Wealth Management
JPM-1-2-2,Daniel Pinto,JPM-1-2,profile,trending_up,VP de Corporate & Investment Bank,VP Corporate & Investment Bank,Investment Banking
JPM-1-2-2-1,Mary Erdoes,JPM-1-2-2,profile,analytics,VP de Banca de Inversión,VP Investment Banking,Investment Banking
JPM-1-3,Gordon Smith,JPM-1,profile,payment,Co-Presidente y CEO de Consumer & Community Banking,Co-President & CEO Consumer Banking,Banking
JPM-1-3-1,Gordon Smith,JPM-1-3,profile,account_balance,VP de Banca Minorista,VP Retail Banking,Banking
JPM-1-3-1-1,Daniel Pinto,JPM-1-3-1,profile,account_balance,VP de Tarjetas de Crédito,VP Credit Cards,Banking
JPM-1-3-2,Marianne Lake,JPM-1-3,profile,palette,CPO de JPMorgan Chase,Chief Product Officer,Product
JPM-1-3-2-1,Gordon Smith,JPM-1-3-2,profile,category,VP de Productos Digitales,VP Digital Products,Product
JPM-1-4,Marianne Lake,JPM-1,profile,palette,CPO de JPMorgan Chase,Chief Product Officer,Product
JPM-1-4-1,Marianne Lake,JPM-1-4,profile,design_services,VP de Innovación,VP Innovation,Product
JPM-1-4-1-1,Gordon Smith,JPM-1-4-1,profile,developer_mode,VP de Tecnología,VP Technology,Technology

V,Visa Inc.,,company,work,Empresa líder en pagos digitales y procesamiento de transacciones,CEO,Executive
V-1,Ryan McInerney,V,profile,business,CEO de Visa,Chief Executive Officer,Executive
V-1-1,Vasant Prabhu,V-1,profile,payment,CFO de Visa,Chief Financial Officer,Finance
V-1-1-1,Colleen Ostrowski,V-1-1,profile,payment,VP de Relaciones con Inversores,VP Investor Relations,Finance
V-1-1-1-1,Paul Fabara,V-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
V-1-1-2,Paul Fabara,V-1-1,profile,priority_high,VP de Riesgo,VP Risk,Risk Management
V-1-1-2-1,Colleen Ostrowski,V-1-1-2,profile,priority_high,VP de Cumplimiento,VP Compliance,Risk Management
V-1-2,Rajat Taneja,V-1,profile,developer_mode,CTO de Visa,Chief Technology Officer,Technology
V-1-2-1,Rajat Taneja,V-1-2,profile,code,VP de Ingeniería,VP Engineering,Technology
V-1-2-1-1,Jack Forestell,V-1-2-1,profile,code,VP de Desarrollo,VP Development,Technology
V-1-2-2,Jack Forestell,V-1-2,profile,category,VP de Productos y Soluciones,VP Products & Solutions,Product
V-1-2-2-1,Rajat Taneja,V-1-2-2,profile,design_services,VP de Innovación,VP Innovation,Product
V-1-3,Antony Cahill,V-1,profile,settings,VP de Operaciones Globales,VP Global Operations,Operations
V-1-3-1,Antony Cahill,V-1-3,profile,warehouse,VP de Operaciones Regionales,VP Regional Operations,Operations
V-1-3-1-1,Jack Forestell,V-1-3-1,profile,factory,VP de Operaciones Locales,VP Local Operations,Operations
V-1-3-2,Jack Forestell,V-1-3,profile,build,VP de Infraestructura,VP Infrastructure,Operations
V-1-3-2-1,Antony Cahill,V-1-3-2,profile,factory,VP de Datacenters,VP Datacenters,Operations
V-1-4,Alfred Kelly Jr.,V-1,profile,account_balance,Presidente Ejecutivo,Executive Chairman,Executive
V-1-4-1,Kelly Mahon Tullier,V-1-4,profile,diversity_3,CPO de Visa,Chief People Officer,Human Resources
V-1-4-1-1,Alfred Kelly Jr.,V-1-4-1,profile,people_alt,VP de Talento,VP Talent,Human Resources

WMT,Walmart Inc.,,company,work,Empresa líder en retail y comercio minorista,CEO,Executive
WMT-1,Doug McMillon,WMT,profile,business,CEO de Walmart,Chief Executive Officer,Executive
WMT-1-1,John David Rainey,WMT-1,profile,analytics,CFO de Walmart,Chief Financial Officer,Finance
WMT-1-1-1,Rachel Brand,WMT-1-1,profile,payment,VP de Relaciones con Inversores,VP Investor Relations,Finance
WMT-1-1-1-1,John Furner,WMT-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
WMT-1-1-2,Rachel Brand,WMT-1-1,profile,verified_user,VP Legal y Secretaria General,VP Legal & General Counsel,Legal
WMT-1-1-2-1,John David Rainey,WMT-1-1-2,profile,verified_user,VP de Cumplimiento,VP Compliance,Legal
WMT-1-2,Judith McKenna,WMT-1,profile,language,Presidente de Walmart International,President Walmart International,International
WMT-1-2-1,Leigh Hopkins,WMT-1-2,profile,insights,VP de Estrategia y Desarrollo Internacional,VP International Strategy & Development,Strategy
WMT-1-2-1-1,Judith McKenna,WMT-1-2-1,profile,insights,VP de Mercados Emergentes,VP Emerging Markets,Strategy
WMT-1-2-2,Leigh Hopkins,WMT-1-2,profile,settings,VP de Operaciones Internacionales,VP International Operations,Operations
WMT-1-2-2-1,Judith McKenna,WMT-1-2-2,profile,warehouse,VP de Expansión,VP Expansion,Operations
WMT-1-3,John Furner,WMT-1,profile,point_of_sale,VP de Walmart U.S.,VP Walmart U.S.,Retail
WMT-1-3-1,John Furner,WMT-1-3,profile,store,VP de Operaciones de Tiendas,VP Store Operations,Retail
WMT-1-3-1-1,Kathryn McLay,WMT-1-3-1,profile,storefront,VP de Gestión de Tiendas,VP Store Management,Retail
WMT-1-3-2,Kathryn McLay,WMT-1-3,profile,shopping_cart,VP de Sam's Club,VP Sam's Club,Retail
WMT-1-3-2-1,John Furner,WMT-1-3-2,profile,store,VP de Membresías,VP Memberships,Retail
WMT-1-4,Chris Nicholas,WMT-1,profile,factory,VP de Operaciones,VP Operations,Operations
WMT-1-4-1,Chris Nicholas,WMT-1-4,profile,build,VP de Supply Chain,VP Supply Chain,Operations
WMT-1-4-1-1,Donna Morris,WMT-1-4-1,profile,warehouse,VP de Logística,VP Logistics,Operations
WMT-1-4-2,Donna Morris,WMT-1-4,profile,school,VP de Recursos Humanos,VP Human Resources,Human Resources
WMT-1-4-2-1,Chris Nicholas,WMT-1-4-2,profile,psychology,VP de Talento,VP Talent,Human Resources

HD,Home Depot Inc.,,company,account_balance,Empresa líder en mejoras para el hogar y construcción,CEO,Executive
HD-1,Ted Decker,HD,profile,account_balance,CEO de Home Depot,Chief Executive Officer,Executive
HD-1-1,Richard McPhail,HD-1,profile,account_balance_wallet,CFO de Home Depot,Chief Financial Officer,Finance
HD-1-1-1,Scott Hara,HD-1-1,profile,payment,VP de Relaciones con Inversores,VP Investor Relations,Finance
HD-1-1-1-1,Richard McPhail,HD-1-1-1,profile,account_balance_wallet,VP de Finanzas Corporativas,VP Corporate Finance,Finance
HD-1-1-2,Scott Hara,HD-1-1,profile,account_balance_wallet,VP de Tesorería,VP Treasury,Finance
HD-1-1-2-1,Richard McPhail,HD-1-1-2,profile,payment,VP de Contabilidad,VP Accounting,Finance
HD-1-2,Ann-Marie Campbell,HD-1,profile,settings,VP de Operaciones de Tiendas,VP Store Operations,Operations
HD-1-2-1,Jeff Kinnaird,HD-1-2,profile,build,VP de Operaciones de Tiendas Canadá,VP Store Operations Canada,Operations
HD-1-2-1-1,Ann-Marie Campbell,HD-1-2-1,profile,settings,VP de Gestión de Tiendas,VP Store Management,Operations
HD-1-2-2,Jeff Kinnaird,HD-1-2,profile,place,VP de Canadá,VP Canada,Regional
HD-1-2-2-1,Ann-Marie Campbell,HD-1-2-2,profile,map,VP de Expansión Canadá,VP Canada Expansion,Regional
HD-1-3,Billy Bastek,HD-1,profile,local_offer,VP de Merchandising,VP Merchandising,Merchandising
HD-1-3-1,Billy Bastek,HD-1-3,profile,category,VP de Categorías,VP Categories,Merchandising
HD-1-3-1-1,Mark Holifield,HD-1-3-1,profile,inventory,VP de Herramientas,VP Tools,Merchandising
HD-1-3-2,Mark Holifield,HD-1-3,profile,local_warehouse,VP de Supply Chain,VP Supply Chain,Supply Chain
HD-1-3-2-1,Billy Bastek,HD-1-3-2,profile,factory,VP de Logística,VP Logistics,Supply Chain
HD-1-4,Timothy Hourigan,HD-1,profile,diversity_3,VP de Recursos Humanos,VP Human Resources,Human Resources
HD-1-4-1,Timothy Hourigan,HD-1-4,profile,diversity_3,VP de Talento,VP Talent,Human Resources
HD-1-4-1-1,Scott Hara,HD-1-4-1,profile,psychology,VP de Reclutamiento,VP Recruitment,Human Resources
HD-1-4-2,Scott Hara,HD-1-4,profile,chat,VP de Comunicaciones,VP Communications,Communications
HD-1-4-2-1,Timothy Hourigan,HD-1-4-2,profile,local_offer,VP de Marketing,VP Marketing,Marketing

PG,Procter & Gamble Co.,,company,account_balance,Empresa líder en productos de consumo y cuidado personal,CEO,Executive
PG-1,Jon Moeller,PG,profile,business,CEO de P&G,Chief Executive Officer,Executive
PG-1-1,Andre Schulten,PG-1,profile,trending_up,CFO de P&G,Chief Financial Officer,Finance
PG-1-1-1,Heather Long,PG-1-1,profile,payment,VP de Relaciones con Inversores,VP Investor Relations,Finance
PG-1-1-1-1,Andre Schulten,PG-1-1-1,profile,account_balance_wallet,VP de Finanzas Corporativas,VP Corporate Finance,Finance
PG-1-1-2,Deborah Majoras,PG-1-1,profile,policy,VP Legal y Secretaria General,VP Legal & General Counsel,Legal
PG-1-1-2-1,Heather Long,PG-1-1-2,profile,gavel,VP de Cumplimiento,VP Compliance,Legal
PG-1-2,Shailesh Jejurikar,PG-1,profile,settings,VP de Operaciones,VP Operations,Operations
PG-1-2-1,Shailesh Jejurikar,PG-1-2,profile,settings,VP de Supply Chain,VP Supply Chain,Operations
PG-1-2-1-1,Markus Strobel,PG-1-2-1,profile,factory,VP de Logística,VP Logistics,Operations
PG-1-2-2,Markus Strobel,PG-1-2,profile,warehouse,VP de Fabricación,VP Manufacturing,Operations
PG-1-2-2-1,Shailesh Jejurikar,PG-1-2-2,profile,warehouse,VP de Calidad,VP Quality,Operations
PG-1-3,Marc Pritchard,PG-1,profile,category,CPO de P&G,Chief Product Officer,Product
PG-1-3-1,Alex Keith,PG-1-3,profile,palette,VP de Beauty,VP Beauty,Beauty
PG-1-3-1-1,Marc Pritchard,PG-1-3-1,profile,brush,VP de Cuidado de la Piel,VP Skin Care,Beauty
PG-1-3-2,Markus Strobel,PG-1-3,profile,cleaning_services,VP de Cuidado del Hogar,VP Home Care,Home Care
PG-1-3-2-1,Alex Keith,PG-1-3-2,profile,local_laundry_service,VP de Limpieza,VP Cleaning,Home Care
PG-1-4,Alex Keith,PG-1,profile,design_services,VP de Beauty,VP Beauty,Beauty
PG-1-4-1,Alex Keith,PG-1-4,profile,account_circle,VP de Cuidado Personal,VP Personal Care,Personal Care
PG-1-4-1-1,Marc Pritchard,PG-1-4-1,profile,account_circle,VP de Cuidado del Cabello,VP Hair Care,Personal Care
PG-1-4-2,Marc Pritchard,PG-1-4,profile,inventory,VP de Innovación,VP Innovation,Product
PG-1-4-2-1,Alex Keith,PG-1-4-2,profile,inventory,VP de Investigación,VP Research,Product 